Name	Length
Sevir.9G380400.1	2711
Sevir.9G380450.1	461
Sevir.9G380500.1	2084
Sevir.9G380550.1	3565
Sevir.9G380600.1	2524
Sevir.9G380650.1	261
Sevir.9G380700.2	3102
Sevir.9G380750.1	759
Sevir.9G380800.1	1518
Sevir.9G380900.1	2158
Sevir.9G381000.1	1294
Sevir.9G381100.1	7620
Sevir.9G381200.1	3161
Sevir.9G381300.1	2731
Sevir.9G381400.1	1875
Sevir.9G381500.1	1981
Sevir.9G381700.1	321
Sevir.9G381800.1	566
Sevir.9G381900.1	586
Sevir.9G382000.1	327
Sevir.9G382100.1	1287
Sevir.9G382150.1	391
Sevir.9G382200.1	1835
Sevir.9G382300.1	2834
Sevir.9G382400.1	1673
Sevir.9G382500.1	1398
Sevir.9G382600.1	1431
Sevir.9G382700.1	1296
Sevir.9G382800.1	1623
Sevir.9G382900.1	2314
Sevir.9G383000.1	2330
Sevir.9G383100.1	930
Sevir.9G383200.1	144
Sevir.9G383300.1	1573
Sevir.9G383400.1	276
Sevir.9G383500.5	3072
Sevir.9G383600.1	1604
Sevir.9G383700.1	1142
Sevir.9G383800.1	1405
Sevir.9G383850.1	1407
Sevir.9G383900.1	1387
Sevir.9G383950.1	1483
Sevir.9G384000.1	1078
Sevir.9G384100.1	1518
Sevir.9G384200.1	390
Sevir.9G384300.1	3525
Sevir.9G384400.1	2203
Sevir.9G384500.2	3218
Sevir.9G384550.1	123
Sevir.9G384600.1	357
Sevir.9G384700.1	1991
Sevir.9G384800.1	2277
Sevir.9G384900.1	1795
Sevir.9G385000.1	1842
Sevir.9G385100.2	1962
Sevir.9G385200.1	3498
Sevir.9G385300.1	1605
Sevir.9G385400.1	1336
Sevir.9G385500.2	1090
Sevir.9G385600.2	1425
Sevir.9G385700.1	2661
Sevir.9G385800.1	369
Sevir.9G385900.1	1351
Sevir.9G386000.1	1593
Sevir.9G386100.1	2653
Sevir.9G386200.2	2549
Sevir.9G386300.1	5734
Sevir.9G386400.1	5558
Sevir.9G386600.1	2983
Sevir.9G386700.1	1663
Sevir.9G386800.1	1795
Sevir.9G386850.1	1137
Sevir.9G386900.1	4755
Sevir.9G387000.1	1625
Sevir.9G387100.1	372
Sevir.9G387200.1	894
Sevir.9G387300.6	2655
Sevir.9G387400.1	3756
Sevir.9G387466.1	1239
Sevir.9G387532.1	1699
Sevir.9G387600.1	620
Sevir.9G387700.1	1599
Sevir.9G387801.1	816
Sevir.9G387900.1	1924
Sevir.9G388000.1	1045
Sevir.9G388100.1	1284
Sevir.9G388200.1	619
Sevir.9G388300.1	1381
Sevir.9G388400.1	2474
Sevir.9G388500.7	2778
Sevir.9G388600.1	1679
Sevir.9G388700.1	1169
Sevir.9G388800.1	1717
Sevir.9G388900.1	2701
Sevir.9G389000.1	1537
Sevir.9G389050.1	93
Sevir.9G389100.1	2374
Sevir.9G389150.1	1260
Sevir.9G389200.1	1600
Sevir.9G389300.1	3569
Sevir.9G389400.1	3354
Sevir.9G389500.1	1913
Sevir.9G389600.1	324
Sevir.9G389700.1	396
Sevir.9G389800.1	2111
Sevir.9G389900.1	1559
Sevir.9G390000.1	2119
Sevir.9G390100.1	3551
Sevir.9G390200.1	279
Sevir.9G390300.1	1622
Sevir.9G390600.1	1435
Sevir.9G390700.1	546
Sevir.9G390800.1	426
Sevir.9G390900.1	441
Sevir.9G391000.1	1168
Sevir.9G391050.1	1435
Sevir.9G391100.1	1084
Sevir.9G391200.1	1242
Sevir.9G391300.1	1874
Sevir.9G391400.1	1163
Sevir.9G391500.1	2801
Sevir.9G391600.1	2762
Sevir.9G391700.1	2429
Sevir.9G391800.3	2258
Sevir.9G391900.1	1341
Sevir.9G392000.1	471
Sevir.9G392100.1	2599
Sevir.9G392200.1	1758
Sevir.9G392300.1	1461
Sevir.9G392400.1	1212
Sevir.9G392500.1	1176
Sevir.9G392600.1	1360
Sevir.9G392700.1	1218
Sevir.9G392800.1	1392
Sevir.9G392900.1	2297
Sevir.9G393000.1	1087
Sevir.9G393100.1	5127
Sevir.9G393200.1	1780
Sevir.9G393300.1	933
Sevir.9G393400.1	2645
Sevir.9G393500.1	3176
Sevir.9G393600.1	2170
Sevir.9G393700.1	2326
Sevir.9G393766.1	1333
Sevir.9G393832.1	736
Sevir.9G393900.1	1413
Sevir.9G394000.1	591
Sevir.9G394100.1	1468
Sevir.9G394200.1	1398
Sevir.9G394300.2	2132
Sevir.9G394400.1	3876
Sevir.9G394500.2	1896
Sevir.9G394600.1	1705
Sevir.9G394700.1	2308
Sevir.9G394800.1	1029
Sevir.9G394900.1	1542
Sevir.9G395000.1	1086
Sevir.9G395100.1	1243
Sevir.9G395200.1	1443
Sevir.9G395300.1	4831
Sevir.9G395400.1	1676
Sevir.9G395500.1	1404
Sevir.9G395600.1	1361
Sevir.9G395700.4	1540
Sevir.9G395800.1	2486
Sevir.9G395900.1	2467
Sevir.9G396000.3	2251
Sevir.9G396100.1	1624
Sevir.9G396200.1	1637
Sevir.9G396300.1	717
Sevir.9G396400.2	3010
Sevir.9G396500.1	728
Sevir.9G396600.1	760
Sevir.9G396700.1	1365
Sevir.9G396800.1	1801
Sevir.9G396900.1	2244
Sevir.9G396950.1	428
Sevir.9G397000.2	2067
Sevir.9G397100.1	2200
Sevir.9G397200.1	1135
Sevir.9G397300.1	722
Sevir.9G397400.1	1973
Sevir.9G397500.1	246
Sevir.9G397600.4	2990
Sevir.9G397700.1	1615
Sevir.9G397800.1	573
Sevir.9G397900.2	1604
Sevir.9G398000.2	3823
Sevir.9G398100.1	1263
Sevir.9G398200.1	1966
Sevir.9G398300.1	252
Sevir.9G398400.1	1983
Sevir.9G398500.1	705
Sevir.9G398600.1	1333
Sevir.9G398700.1	825
Sevir.9G398900.2	1640
Sevir.9G399000.1	1622
Sevir.9G399100.1	1016
Sevir.9G399200.1	3333
Sevir.9G399301.1	952
Sevir.9G399400.2	1397
Sevir.9G399500.1	354
Sevir.9G399600.1	1238
Sevir.9G399700.1	2063
Sevir.9G399800.1	2229
Sevir.9G399900.1	2243
Sevir.9G400000.2	1033
Sevir.9G400100.1	738
Sevir.9G400200.1	1868
Sevir.9G400300.1	1035
Sevir.9G400400.1	1347
Sevir.9G400500.1	1881
Sevir.9G400600.1	462
Sevir.9G400700.1	887
Sevir.9G400800.1	384
Sevir.9G400900.1	1216
Sevir.9G401000.1	2361
Sevir.9G401050.1	465
Sevir.9G401100.1	2538
Sevir.9G401200.1	1878
Sevir.9G401300.1	1317
Sevir.9G401400.1	5322
Sevir.9G401500.1	1307
Sevir.9G401600.1	1457
Sevir.9G401700.1	1957
Sevir.9G401800.1	1597
Sevir.9G401900.1	658
Sevir.9G402000.1	2008
Sevir.9G402100.1	3778
Sevir.9G402200.2	1129
Sevir.9G402300.1	3000
Sevir.9G402400.1	1576
Sevir.9G402500.1	3887
Sevir.9G402600.1	1131
Sevir.9G402633.1	135
Sevir.9G402666.1	354
Sevir.9G402700.1	1819
Sevir.9G402800.1	1873
Sevir.9G402900.1	2900
Sevir.9G403000.1	885
Sevir.9G403100.1	1691
Sevir.9G403200.1	1933
Sevir.9G403300.1	1103
Sevir.9G403400.1	1710
Sevir.9G403500.1	3286
Sevir.9G403600.1	2558
Sevir.9G403700.1	1588
Sevir.9G403800.1	1456
Sevir.9G403900.1	1256
Sevir.9G404000.2	3610
Sevir.9G404200.3	2934
Sevir.9G404300.1	3348
Sevir.9G404400.1	495
Sevir.9G404500.1	810
Sevir.9G404600.1	2780
Sevir.9G404700.1	2923
Sevir.9G404800.1	564
Sevir.9G404900.1	2034
Sevir.9G405000.1	2786
Sevir.9G405100.1	1260
Sevir.9G405200.1	1325
Sevir.9G405300.1	938
Sevir.9G405400.1	8478
Sevir.9G405500.1	1514
Sevir.9G405600.1	237
Sevir.9G405601.1	543
Sevir.9G405700.1	381
Sevir.9G405750.1	306
Sevir.9G405800.1	1898
Sevir.9G405900.1	552
Sevir.9G406000.1	936
Sevir.9G406100.1	678
Sevir.9G406200.1	1140
Sevir.9G406300.1	5576
Sevir.9G406400.1	2086
Sevir.9G406500.1	2048
Sevir.9G406600.1	1623
Sevir.9G406700.1	1392
Sevir.9G406800.1	1044
Sevir.9G406900.1	3675
Sevir.9G407000.1	3550
Sevir.9G407100.1	957
Sevir.9G407300.1	2278
Sevir.9G407350.1	2148
Sevir.9G407400.1	757
Sevir.9G407500.1	2263
Sevir.9G407600.4	2446
Sevir.9G407700.1	2431
Sevir.9G407750.1	624
Sevir.9G407800.1	1676
Sevir.9G407900.1	2437
Sevir.9G408000.1	2233
Sevir.9G408100.1	2286
Sevir.9G408200.1	2373
Sevir.9G408300.1	3125
Sevir.9G408400.1	2494
Sevir.9G408500.1	2095
Sevir.9G408600.3	2038
Sevir.9G408650.1	2918
Sevir.9G408700.1	951
Sevir.9G408800.1	634
Sevir.9G408900.1	2141
Sevir.9G409000.1	642
Sevir.9G409100.1	1912
Sevir.9G409200.1	2714
Sevir.9G409300.1	1221
Sevir.9G409400.1	1047
Sevir.9G409500.1	1041
Sevir.9G409600.1	847
Sevir.9G409700.1	969
Sevir.9G409800.6	2805
Sevir.9G409900.1	4156
Sevir.9G410000.1	2379
Sevir.9G410100.1	645
Sevir.9G410150.1	910
Sevir.9G410200.1	3780
Sevir.9G410300.1	612
Sevir.9G410350.1	754
Sevir.9G410400.1	667
Sevir.9G410450.1	1230
Sevir.9G410500.1	1842
Sevir.9G410600.1	2812
Sevir.9G410700.1	1550
Sevir.9G410800.1	830
Sevir.9G410900.1	1776
Sevir.9G411000.1	731
Sevir.9G411100.1	2111
Sevir.9G411150.1	160
Sevir.9G411200.1	4361
Sevir.9G411300.1	720
Sevir.9G411500.1	1428
Sevir.9G411600.1	1453
Sevir.9G411700.1	1861
Sevir.9G411800.1	1499
Sevir.9G411900.1	1029
Sevir.9G412000.1	1542
Sevir.9G412100.1	1038
Sevir.9G412166.1	527
Sevir.9G412232.1	1551
Sevir.9G412300.1	2690
Sevir.9G412400.1	1403
Sevir.9G412500.1	933
Sevir.9G412700.1	1216
Sevir.9G412800.1	1739
Sevir.9G412900.1	1650
Sevir.9G413000.1	806
Sevir.9G413100.1	1721
Sevir.9G413200.1	3218
Sevir.9G413300.1	1094
Sevir.9G413400.1	537
Sevir.9G413500.1	2068
Sevir.9G413600.1	2958
Sevir.9G413700.1	501
Sevir.9G413800.1	1128
Sevir.9G413900.1	966
Sevir.9G414000.1	1992
Sevir.9G414100.1	3908
Sevir.9G414200.2	1222
Sevir.9G414300.1	651
Sevir.9G414401.1	1436
Sevir.9G414500.1	3834
Sevir.9G414566.1	444
Sevir.9G414632.1	234
Sevir.9G414700.2	3118
Sevir.9G414800.1	696
Sevir.9G414900.1	3191
Sevir.9G415000.1	579
Sevir.9G415100.1	2038
Sevir.9G415200.1	2127
Sevir.9G415300.1	1188
Sevir.9G415400.1	2322
Sevir.9G415500.1	1825
Sevir.9G415600.1	1404
Sevir.9G415700.1	2243
Sevir.9G415800.1	2469
Sevir.9G415900.1	1040
Sevir.9G416000.1	2029
Sevir.9G416100.2	4310
Sevir.9G416200.1	366
Sevir.9G416300.2	1426
Sevir.9G416400.1	3967
Sevir.9G416500.1	1430
Sevir.9G416600.1	957
Sevir.9G416700.1	3847
Sevir.9G416800.1	1877
Sevir.9G416900.2	1717
Sevir.9G417000.1	2229
Sevir.9G417100.1	3872
Sevir.9G417200.1	2960
Sevir.9G417300.1	547
Sevir.9G417400.1	1560
Sevir.9G417500.1	1467
Sevir.9G417600.1	1290
Sevir.9G417700.1	2452
Sevir.9G417750.1	1627
Sevir.9G417800.1	2638
Sevir.9G417900.1	5339
Sevir.9G418000.1	1027
Sevir.9G418100.1	2943
Sevir.9G418150.1	462
Sevir.9G418200.1	1183
Sevir.9G418300.1	2713
Sevir.9G418400.1	1063
Sevir.9G418500.1	1255
Sevir.9G418600.1	3811
Sevir.9G418700.1	4405
Sevir.9G418800.6	2295
Sevir.9G418900.1	3221
Sevir.9G419000.1	2045
Sevir.9G419100.1	1578
Sevir.9G419200.1	1879
Sevir.9G419300.1	1378
Sevir.9G419400.1	1635
Sevir.9G419500.1	2973
Sevir.9G419601.1	1094
Sevir.9G419700.1	2265
Sevir.9G419800.1	237
Sevir.9G419850.1	189
Sevir.9G419900.1	1297
Sevir.9G420000.1	1172
Sevir.9G420050.1	607
Sevir.9G420100.1	4091
Sevir.9G420200.1	2145
Sevir.9G420300.1	3043
Sevir.9G420400.1	2200
Sevir.9G420500.1	2122
Sevir.9G420600.1	3521
Sevir.9G420800.1	2601
Sevir.9G420850.1	589
Sevir.9G420900.1	3560
Sevir.9G421000.1	1802
Sevir.9G421100.1	2521
Sevir.9G421200.3	1578
Sevir.9G421300.1	1375
Sevir.9G421400.1	2254
Sevir.9G421500.1	6517
Sevir.9G421600.1	2561
Sevir.9G421700.1	1574
Sevir.9G421800.1	1888
Sevir.9G421900.1	666
Sevir.9G422000.1	2028
Sevir.9G422100.1	1638
Sevir.9G422201.1	5175
Sevir.9G422300.1	1049
Sevir.9G422500.1	969
Sevir.9G422600.1	1948
Sevir.9G422700.2	417
Sevir.9G422800.1	1629
Sevir.9G422900.1	2253
Sevir.9G423000.1	993
Sevir.9G423100.1	243
Sevir.9G423200.1	2065
Sevir.9G423300.1	2075
Sevir.9G423400.1	1331
Sevir.9G423500.1	2336
Sevir.9G423600.1	675
Sevir.9G423700.1	3547
Sevir.9G423750.1	237
Sevir.9G423800.1	2658
Sevir.9G423900.7	4304
Sevir.9G424000.1	1164
Sevir.9G424100.1	1754
Sevir.9G424200.1	1759
Sevir.9G424300.1	3082
Sevir.9G424400.1	525
Sevir.9G424500.1	1574
Sevir.9G424700.1	2025
Sevir.9G424800.1	393
Sevir.9G424900.1	1509
Sevir.9G425000.1	666
Sevir.9G425050.1	944
Sevir.9G425100.1	2027
Sevir.9G425200.1	1423
Sevir.9G425300.1	953
Sevir.9G425400.1	1002
Sevir.9G425500.1	3642
Sevir.9G425600.1	1595
Sevir.9G425700.1	1172
Sevir.9G425800.1	1987
Sevir.9G425900.1	3595
Sevir.9G426000.1	1666
Sevir.9G426100.1	2415
Sevir.9G426133.1	195
Sevir.9G426166.1	223
Sevir.9G426200.1	1317
Sevir.9G426250.1	119
Sevir.9G426300.1	258
Sevir.9G426400.1	1128
Sevir.9G426433.1	1133
Sevir.9G426466.1	1535
Sevir.9G426500.2	2008
Sevir.9G426600.1	3915
Sevir.9G426700.1	1057
Sevir.9G426800.1	1056
Sevir.9G426900.1	2671
Sevir.9G427000.1	1449
Sevir.9G427100.1	2114
Sevir.9G427200.1	460
Sevir.9G427300.1	2059
Sevir.9G427401.1	662
Sevir.9G427500.1	2670
Sevir.9G427566.1	213
Sevir.9G427632.1	1334
Sevir.9G427700.1	1635
Sevir.9G427800.1	1313
Sevir.9G427900.1	1522
Sevir.9G428000.1	1134
Sevir.9G428100.1	1781
Sevir.9G428200.1	1567
Sevir.9G428300.1	1297
Sevir.9G428350.1	587
Sevir.9G428400.1	2949
Sevir.9G428500.1	2416
Sevir.9G428600.1	1594
Sevir.9G428700.1	2114
Sevir.9G428800.1	2510
Sevir.9G428900.1	1370
Sevir.9G429000.1	1504
Sevir.9G429100.1	621
Sevir.9G429200.1	1877
Sevir.9G429300.1	2008
Sevir.9G429400.1	736
Sevir.9G429500.1	3128
Sevir.9G429550.1	102
Sevir.9G429600.1	147
Sevir.9G429650.1	1160
Sevir.9G429700.1	1147
Sevir.9G429766.1	1162
Sevir.9G429832.1	870
Sevir.9G429900.1	2310
Sevir.9G430000.1	2337
Sevir.9G430100.1	2909
Sevir.9G430200.1	1345
Sevir.9G430300.1	2251
Sevir.9G430400.1	2759
Sevir.9G430501.1	1736
Sevir.9G430600.1	896
Sevir.9G430700.1	2020
Sevir.9G430800.1	794
Sevir.9G430900.1	1499
Sevir.9G431000.1	4272
Sevir.9G431100.1	291
Sevir.9G431150.1	613
Sevir.9G431200.1	865
Sevir.9G431300.1	363
Sevir.9G431400.1	1836
Sevir.9G431500.1	3217
Sevir.9G431600.1	683
Sevir.9G431700.1	1019
Sevir.9G431800.1	2098
Sevir.9G431900.1	1318
Sevir.9G432000.2	2032
Sevir.9G432100.1	375
Sevir.9G432200.1	4240
Sevir.9G432300.1	474
Sevir.9G432350.1	2903
Sevir.9G432400.1	531
Sevir.9G432500.1	1679
Sevir.9G432550.1	3857
Sevir.9G432601.1	2823
Sevir.9G432651.1	1662
Sevir.9G432700.1	1274
Sevir.9G432800.1	2729
Sevir.9G432900.1	3869
Sevir.9G433000.1	1300
Sevir.9G433100.1	1365
Sevir.9G433200.3	3110
Sevir.9G433300.1	2350
Sevir.9G433400.1	2351
Sevir.9G433500.1	4395
Sevir.9G433600.1	408
Sevir.9G433666.1	3049
Sevir.9G433732.1	2389
Sevir.9G433800.1	3536
Sevir.9G433850.1	3708
Sevir.9G433900.1	2386
Sevir.9G434000.2	1280
Sevir.9G434100.1	801
Sevir.9G434200.1	1058
Sevir.9G434300.1	3927
Sevir.9G434400.4	6600
Sevir.9G434500.1	1347
Sevir.9G434600.1	1314
Sevir.9G434700.1	1305
Sevir.9G434800.1	1662
Sevir.9G434900.1	1064
Sevir.9G435000.1	1087
Sevir.9G435100.1	2129
Sevir.9G435200.1	1477
Sevir.9G435300.1	220
Sevir.9G435400.1	1496
Sevir.9G435500.1	2173
Sevir.9G435600.1	2750
Sevir.9G435700.1	2669
Sevir.9G435800.2	1839
Sevir.9G435900.1	2886
Sevir.9G436000.1	4803
Sevir.9G436100.1	961
Sevir.9G436200.1	2296
Sevir.9G436300.1	3411
Sevir.9G436400.2	3181
Sevir.9G436450.1	1200
Sevir.9G436500.2	1980
Sevir.9G436600.1	1549
Sevir.9G436650.1	180
Sevir.9G436700.1	255
Sevir.9G436800.1	1399
Sevir.9G436900.1	360
Sevir.9G437000.1	4750
Sevir.9G437050.1	114
Sevir.9G437100.6	1437
Sevir.9G437200.1	3678
Sevir.9G437300.1	2311
Sevir.9G437400.1	3133
Sevir.9G437450.1	511
Sevir.9G437500.1	1119
Sevir.9G437600.1	1626
Sevir.9G437700.1	2482
Sevir.9G437801.1	1743
Sevir.9G437900.1	2518
Sevir.9G438000.1	1898
Sevir.9G438100.1	3793
Sevir.9G438125.1	988
Sevir.9G438150.1	1104
Sevir.9G438175.1	426
Sevir.9G438200.1	951
Sevir.9G438300.1	1290
Sevir.9G438400.1	1086
Sevir.9G438500.1	1478
Sevir.9G438550.1	611
Sevir.9G438600.1	2037
Sevir.9G438700.1	7551
Sevir.9G438800.1	935
Sevir.9G438900.1	936
Sevir.9G439000.1	968
Sevir.9G439100.1	2432
Sevir.9G439200.1	2072
Sevir.9G439300.1	819
Sevir.9G439400.1	2465
Sevir.9G439500.1	1796
Sevir.9G439600.1	2407
Sevir.9G439701.1	1167
Sevir.9G439800.1	1902
Sevir.9G439900.1	996
Sevir.9G440000.1	5042
Sevir.9G440100.1	1303
Sevir.9G440200.1	4303
Sevir.9G440300.1	1788
Sevir.9G440400.1	1635
Sevir.9G440500.1	1346
Sevir.9G440600.1	2066
Sevir.9G440700.1	909
Sevir.9G440800.1	2065
Sevir.9G440900.1	3056
Sevir.9G441000.1	684
Sevir.9G441100.1	1352
Sevir.9G441200.1	626
Sevir.9G441300.1	1595
Sevir.9G441400.1	1356
Sevir.9G441500.1	1183
Sevir.9G441600.2	1805
Sevir.9G441700.3	2460
Sevir.9G441800.1	507
Sevir.9G441900.1	1011
Sevir.9G442000.1	2306
Sevir.9G442100.1	1719
Sevir.9G442200.1	1292
Sevir.9G442300.1	1621
Sevir.9G442350.1	463
Sevir.9G442400.1	842
Sevir.9G442450.1	288
Sevir.9G442500.1	2955
Sevir.9G442600.1	3688
Sevir.9G442700.1	2948
Sevir.9G442800.1	1173
Sevir.9G442900.1	4049
Sevir.9G443000.1	2096
Sevir.9G443100.2	4152
Sevir.9G443150.1	597
Sevir.9G443200.1	962
Sevir.9G443300.1	1047
Sevir.9G443400.6	3130
Sevir.9G443500.1	1869
Sevir.9G443600.1	2497
Sevir.9G443700.1	2951
Sevir.9G443800.1	1132
Sevir.9G443900.1	2611
Sevir.9G444000.1	1244
Sevir.9G444101.1	1736
Sevir.9G444200.1	1579
Sevir.9G444300.1	1608
Sevir.9G444400.1	3131
Sevir.9G444500.1	1133
Sevir.9G444600.1	659
Sevir.9G444700.1	1018
Sevir.9G444800.1	2291
Sevir.9G444900.1	2142
Sevir.9G445000.1	2224
Sevir.9G445100.1	4569
Sevir.9G445200.1	2622
Sevir.9G445300.1	390
Sevir.9G445400.1	1829
Sevir.9G445500.2	1643
Sevir.9G445600.1	1623
Sevir.9G445700.1	6209
Sevir.9G445800.1	997
Sevir.9G445900.4	2060
Sevir.9G445933.1	856
Sevir.9G445966.1	147
Sevir.9G446000.1	2331
Sevir.9G446100.1	2646
Sevir.9G446200.1	1379
Sevir.9G446300.1	2086
Sevir.9G446400.1	1984
Sevir.9G446500.1	1110
Sevir.9G446600.1	2361
Sevir.9G446700.1	1194
Sevir.9G446800.1	1956
Sevir.9G446900.1	2641
Sevir.9G447000.1	2112
Sevir.9G447200.1	1371
Sevir.9G447300.1	2322
Sevir.9G447400.1	1177
Sevir.9G447500.1	1403
Sevir.9G447600.1	804
Sevir.9G447700.1	2399
Sevir.9G447801.1	799
Sevir.9G447900.1	1650
Sevir.9G448000.1	2374
Sevir.9G448100.1	1945
Sevir.9G448200.1	1701
Sevir.9G448300.1	1179
Sevir.9G448400.1	1584
Sevir.9G448450.1	908
Sevir.9G448500.1	760
Sevir.9G448550.1	672
Sevir.9G448600.1	974
Sevir.9G448700.1	1082
Sevir.9G448800.1	2919
Sevir.9G448900.1	1968
Sevir.9G449000.1	1222
Sevir.9G449100.1	1851
Sevir.9G449200.2	3148
Sevir.9G449250.1	501
Sevir.9G449300.1	3347
Sevir.9G449400.1	1196
Sevir.9G449500.1	1419
Sevir.9G449600.6	4723
Sevir.9G449700.1	123
Sevir.9G449800.1	1805
Sevir.9G449900.1	5091
Sevir.9G450000.2	4583
Sevir.9G450100.1	1404
Sevir.9G450200.1	624
Sevir.9G450300.1	1441
Sevir.9G450400.1	1435
Sevir.9G450500.1	954
Sevir.9G450600.1	162
Sevir.9G450700.1	5551
Sevir.9G450750.1	489
Sevir.9G450800.1	1338
Sevir.9G450900.1	1321
Sevir.9G451000.1	1167
Sevir.9G451100.1	6474
Sevir.9G451200.2	1000
Sevir.9G451300.1	2277
Sevir.9G451400.1	450
Sevir.9G451500.1	2872
Sevir.9G451600.1	3975
Sevir.9G451700.1	852
Sevir.9G451800.1	3943
Sevir.9G451900.1	3878
Sevir.9G451950.1	702
Sevir.9G452000.1	1428
Sevir.9G452100.1	2099
Sevir.9G452200.1	1815
Sevir.9G452300.1	2912
Sevir.9G452400.1	2630
Sevir.9G452500.1	1714
Sevir.9G452600.1	1830
Sevir.9G452700.1	3996
Sevir.9G452800.2	1505
Sevir.9G452850.1	453
Sevir.9G452900.1	243
Sevir.9G453000.1	5273
Sevir.9G453100.1	1122
Sevir.9G453200.1	1352
Sevir.9G453300.1	720
Sevir.9G453400.1	3874
Sevir.9G453500.1	1956
Sevir.9G453600.1	1353
Sevir.9G453700.1	657
Sevir.9G453800.1	2050
Sevir.9G453900.1	879
Sevir.9G454000.1	728
Sevir.9G454101.1	995
Sevir.9G454200.1	931
Sevir.9G454300.3	3654
Sevir.9G454400.1	945
Sevir.9G454500.1	2336
Sevir.9G454600.1	1887
Sevir.9G454700.1	1086
Sevir.9G454800.1	3261
Sevir.9G454900.1	2812
Sevir.9G455000.1	2906
Sevir.9G455100.1	1916
Sevir.9G455200.1	1474
Sevir.9G455300.1	1086
Sevir.9G455400.1	2655
Sevir.9G455433.1	189
Sevir.9G455466.1	1450
Sevir.9G455500.1	2934
Sevir.9G455600.1	1807
Sevir.9G455700.2	536
Sevir.9G455800.1	2604
Sevir.9G455900.2	4007
Sevir.9G455966.1	195
Sevir.9G456032.1	974
Sevir.9G456100.1	3115
Sevir.9G456200.1	1158
Sevir.9G456300.1	2823
Sevir.9G456400.1	2013
Sevir.9G456500.1	2512
Sevir.9G456600.1	1135
Sevir.9G456650.1	854
Sevir.9G456700.1	2276
Sevir.9G456800.1	1864
Sevir.9G456900.1	4614
Sevir.9G457000.2	303
Sevir.9G457100.1	3343
Sevir.9G457200.1	2028
Sevir.9G457300.2	4667
Sevir.9G457400.1	1341
Sevir.9G457500.1	2268
Sevir.9G457600.1	1407
Sevir.9G457700.1	990
Sevir.9G457766.1	1313
Sevir.9G457832.1	1343
Sevir.9G457900.1	1407
Sevir.9G458000.1	1463
Sevir.9G458100.1	2444
Sevir.9G458200.1	3844
Sevir.9G458300.1	801
Sevir.9G458400.1	2540
Sevir.9G458500.1	1862
Sevir.9G458600.1	2599
Sevir.9G458700.1	4929
Sevir.9G458800.1	1262
Sevir.9G458900.1	2419
Sevir.9G459000.1	2474
Sevir.9G459100.1	1355
Sevir.9G459200.1	2091
Sevir.9G459300.1	2239
Sevir.9G459400.1	1447
Sevir.9G459500.2	1408
Sevir.9G459600.1	928
Sevir.9G459700.1	1459
Sevir.9G459800.1	3695
Sevir.9G459900.1	1963
Sevir.9G459950.1	123
Sevir.9G460000.3	2327
Sevir.9G460100.1	2558
Sevir.9G460200.1	2499
Sevir.9G460300.1	2040
Sevir.9G460400.1	3227
Sevir.9G460500.1	2383
Sevir.9G460600.1	2938
Sevir.9G460700.1	1822
Sevir.9G460800.1	1681
Sevir.9G460900.1	2625
Sevir.9G461000.1	1381
Sevir.9G461100.1	4421
Sevir.9G461200.1	862
Sevir.9G461300.1	993
Sevir.9G461400.1	1948
Sevir.9G461500.1	711
Sevir.9G461600.1	1168
Sevir.9G461700.1	2554
Sevir.9G461800.1	1865
Sevir.9G461850.1	767
Sevir.9G461900.1	5518
Sevir.9G462000.1	3293
Sevir.9G462100.2	888
Sevir.9G462200.1	981
Sevir.9G462250.1	583
Sevir.9G462300.1	1557
Sevir.9G462400.1	2186
Sevir.9G462500.1	3962
Sevir.9G462600.1	2189
Sevir.9G462700.1	2599
Sevir.9G462800.1	2344
Sevir.9G462900.1	1392
Sevir.9G463001.1	753
Sevir.9G463100.1	2083
Sevir.9G463200.1	2692
Sevir.9G463250.1	785
Sevir.9G463300.1	2631
Sevir.9G463400.1	2491
Sevir.9G463500.1	1915
Sevir.9G463600.1	825
Sevir.9G463700.1	1449
Sevir.9G463800.1	747
Sevir.9G463900.1	3011
Sevir.9G464000.1	1627
Sevir.9G464050.1	267
Sevir.9G464100.7	3401
Sevir.9G464200.1	2184
Sevir.9G464301.1	4094
Sevir.9G464400.1	1604
Sevir.9G464500.1	2172
Sevir.9G464600.1	3357
Sevir.9G464700.2	2145
Sevir.9G464800.1	1659
Sevir.9G464900.1	1299
Sevir.9G464950.1	1273
Sevir.9G465000.1	1761
Sevir.9G465050.1	114
Sevir.9G465100.1	1983
Sevir.9G465200.4	1961
Sevir.9G465300.1	1437
Sevir.9G465400.1	2350
Sevir.9G465501.1	1936
Sevir.9G465600.1	3193
Sevir.9G465700.1	1546
Sevir.9G465800.1	1932
Sevir.9G465900.1	3763
Sevir.9G466000.1	2452
Sevir.9G466100.3	1957
Sevir.9G466200.1	3231
Sevir.9G466300.1	935
Sevir.9G466400.1	2288
Sevir.9G466500.1	1887
Sevir.9G466550.1	248
Sevir.9G466600.1	1422
Sevir.9G466666.1	2438
Sevir.9G466732.1	2197
Sevir.9G466800.1	627
Sevir.9G466900.1	2644
Sevir.9G466950.1	926
Sevir.9G467000.1	1666
Sevir.9G467100.1	861
Sevir.9G467200.1	2268
Sevir.9G467300.1	2171
Sevir.9G467400.1	573
Sevir.9G467450.1	318
Sevir.9G467500.1	1201
Sevir.9G467600.1	1206
